reviewId,content,score,at,thumbsUpCount
244bf36d-d14a-4841-b0c1-26ec41be4289,The game is good and I'll give it a 5 stars but I have a suggestion you should improve the quality or the resolution of our experience using our mobile phone because when I was playing the game resolution is bad as long as the grass trees they look like broken pictures . Please consider this. Thanks you,5,2025-11-11 13:18:28,0
ec360192-0f91-4cf1-8955-ad31a46a014a,game won't even open anymore as of late last week. when it did open it was unbearably slow and the controls are awful.,1,2025-11-11 08:18:30,0
090d95f8-9844-49bf-b23a-558896bc668a,"I was walking back from my evening lecture across campus and I didn't have a coat because I forgot mine in my dorm. My hands were cold in my sweatshirt pocket, so I opened infinity nikki on my phone and let it run in my sweatshirt pocket to create a make-shift handwarmer.",4,2025-11-11 08:05:00,0
53ff512f-628a-4b34-a06d-6fe79592e6c2,"i love the game, but infold does always push with nudging and monetization strategies and they really shouldnt have scrapped 1.0 story just to sell 2 outfits during a steam launch. there seems gross discommunication between the talented designers and devs and some idiotic management decisions. nvm on tablet my texture resolution is force set to low even though my device can handle higher textures since i could run lads on ultra.",1,2025-11-11 03:15:18,0
cc95e623-d7fc-4515-8a37-6e129e419d07,i know that its an amazing game but when i download it needs a lot of time to open and its soo boring to wait 😭😭,5,2025-11-11 01:49:17,0
45f5209a-a088-4856-b0a8-277d14c9ad56,مهم نیست این بازی چقدر عالیه از اینکه مجبورم داخل بازی کلی نت بدم دانلود کنم و ناگهان وسط دانلود عرور میده و مجبور میشم از اول دانلود کنم متنفرم خب چرا بعد ارور از جایی که مونده دانلود نمیشه نسخه ای نداده بتونم به این مشکل غلبه کنم؟ من توی گوگل همش یه جا دانلود شه؟,3,2025-11-10 21:44:47,0
f6712515-73b7-40ff-852a-ff8ac5f1f57b,My personal favorite game but it's awful on phone. Don't waste your time here and go install it on pc,2,2025-11-09 08:27:51,0
bbd84bae-19a6-4f22-b5dd-063b66d52004,"Buggy, can't even take a step without the game crashing. Tried repairing it, it didn't work. the interface doesn't even appear anymore.",1,2025-11-09 07:13:34,0
92e16ef2-8560-4e01-81c0-b2e3eaf62eac,lack of rewards / no response to player feedback.,1,2025-11-09 00:21:37,1
36ab4b8a-ad6f-475a-a9d6-2cb44af745bf,it is amazing but when Nikki gets in water she drowns,5,2025-11-08 22:31:19,0
fdcc8a2e-e6a9-4cdd-90ce-e69b3ed1c14c,1star,1,2025-11-08 18:37:03,0
8f5c7517-b2c8-4452-aeec-5f63cb6cb0f2,I'm a returnee player and everything is laggy. I had a good wifi signal but it always shows red ping like how?,2,2025-11-08 09:09:54,1
ff650a2b-43bb-40c7-b66e-082acd17fd0b,"11/7/2025 Updated Review I got the new Google Pixel 10 Pro and now I can't enter the game without telling me there is an error compiling the shaders. Uninstalling did nothing and clearing the cache was useless. PLEASE fix this issue 1.5 Update Review They would rather push a half-baked update as ""one of the biggest updates since release"" than to actually take the time to give us high quality content...all for the sake of greed.",1,2025-11-08 07:55:14,10
f6f3d7b0-89d2-444f-a513-442079ccbc63,So fun I love dressing up n mix matching the outfits,5,2025-11-07 17:48:06,0
7a3e040d-d6e2-4f90-ad5a-481d74195309,"I really like the game, the story and the outfits are good but the problem is that my phone can handle games like lads better than infinity Nikki even if their graphics is high, but infinity Nikki is too laggy compared to the lads even though the companies are actually the same, and I'm waiting for the main story to process but I don't see any big changes and it's taking too long",3,2025-11-07 07:04:56,1
35bd3ccd-1457-4810-afa0-49f53d230955,Nikki needs a new pair of shoes. Are you gonna be a cheapskate or cough up the dough for your Oshi?,5,2025-11-06 10:23:11,2
769aa55c-e031-49a2-85dc-509bcc277dd1,"This game is great, but suddenly it stopped working on my tablet.",1,2025-11-06 09:23:55,1
7a701caa-fb58-4065-a89a-59484e6ab72e,"I recently got a new phone and it won't even let me in the app to play it, I used to love this game so much on my old phone, I really do wish I could play it again on this one.",1,2025-11-06 06:34:58,1
2ca80e9d-d06b-44c1-a6ca-5b075d21ef99,"Can't even open the game after the 1.5 update. It keeps crashing at 52% on the ""loading Miraland"" screen.",4,2025-11-05 23:22:13,1
87d17797-51c5-4a63-b8b7-dd5bd0b9921d,goodbye greedy dev.,2,2025-11-05 22:13:24,1
30c65de5-41b1-46c8-b002-dc82aa767662,"You need a better phone to play this game. Like, not even my current phone can play this. The moment i downloaded it, then the story started, it was extremely laggy. They could've just reduced some for lower graphics like other games but i guess they can't. I heard from other players that this game is so focused for people to spend their money on them and not f2p. I wish i can play, the game genuinely seems fun and i'd like to dress up and collect them outfit without having to spend money. 💔",2,2025-11-05 13:57:55,2
2d25b8b5-7517-40ae-b5ba-f0bd833f330a,"do not download this game on any of your devices they have been trying to ""fix the glitches"" since this began and ive played it on my phone on the computer and even tried it on ps5 it glitches no matter what there are times when you put hours into this game and hit save and come back to nothing being saved at all going from items cloths and even housing they arent actually ""fixing"" anything just adding more to the game making it glitch even more",1,2025-11-05 13:33:22,2
7b24b491-c0fc-4449-bbb1-2642a6595fbf,"The variety of clothes and the beautiful world are definitely its main selling points. 5-stars are mostly frilly western style dresses, though. If you don't care about the story, the game gets boring really fast. End game content is meh. Dailies feels more like a chore compared to other games I play because there are 2 sets of different dailies.",3,2025-11-05 08:16:29,0
02c36e26-7c41-4548-99f9-b3170dc35603,cant enter the game,1,2025-11-04 22:52:34,0
59970c81-d979-42ef-bd65-e6cb29c8c6be,jelek ah gede bgtvmakan memori,1,2025-11-04 22:32:38,0
2d2282fc-a5cd-4b61-a521-ffa2c1fc3491,texture quality busuk bat dah mentok di low padahal bagus nih mesin hp kok gak ngangkat,5,2025-11-04 19:58:34,0
8810c05e-31de-49a8-9518-78fe9f84ee18,"It's a beautiful game but why is it so laggy when the more detailed clothes are on the screen, like for example its a cutscenes where its showcasing the place but when the character is showing it begins to lag please fix it cause I really wanna play again",3,2025-11-04 18:59:08,0
1faee7bf-157b-41e3-825e-bd7d6bc15456,please make playable on chromebook,5,2025-11-04 10:52:44,1
b5ff5c13-648a-4367-b029-314a35344495,"haii! Well, I Came to Play this game after MSA mentioned it (actually make a whole story but y'know-) I actually kinda like this. yeah uhm that's it lol-",5,2025-11-04 08:56:49,0
cfd6d54d-fb48-404d-ac5a-4f07b528f5bf,devs don't listen. favor cn way too much. bugs never get fixed/acknowledged plus they will delete or buy reviews 😒 other than that it would've been a fun game not enough rewards though,1,2025-11-03 20:16:03,0
df9117d4-ede8-4014-8c31-414c04b9364d,"Edit: SHUT UP, MOMO. I have been playing since launch. I don't need tips on how to beat Chigda when I can beat him in 1min 15 sec without damage every week, among other things. I hate it more and more astime goes on, as the greed of the makers rises, and they still have this stupid little plop nugget micro-managing your every move. Beautiful game. Difficult to navigate by touch screen, switched to the PS version, and it is a million times better. The world is huge, and there is so much to do.",1,2025-11-03 10:06:50,4
840e3274-0c3c-43d1-a9ca-9a66a0401b94,"This game is AMAZING. I genuinely don't understand how some people can hate on it so much. Infinity nikki has been my favorite game since launch, its attention to detail and presentation is incredible, you can tell the amount of time and effort that goes into it. If you look close enough you'll find hundreds of stories and more lore, theres so much you can do its hard to ever get bored. Theres so many opportunities to get outfits, and remember you don't HAVE to pull them all, save up!!",5,2025-11-03 03:36:11,3
d00be465-1b3f-48c0-8b27-733550519318,here's some advice: get beta testers so there's no bugs for things as simple as taking a photo with kitty :/,1,2025-11-02 23:36:32,1
e0b3217e-745e-46ba-987e-346c39b02527,Amazing game although quite Lagg perfect for role players dress to impress people and competitive gamers I wish it weren't so laggy though for the best experience you should play on PC as it may or may not crash your phone!:) :D,5,2025-11-02 22:10:40,0
48642576-9ae4-499d-bb82-f60bc1138e99,"The game is actually so beautiful but the fact that you can't have good graphics on any other device other than a PC or a playstation is actually frustrating, I'm using a tablet and I tried so many times to adjust the graphics but it just never gets better no matter what, I like the dresses, the makeup, and the unique looks of every costume, but the low quality graphics makes those details unseen, it made me less interested in getting the dresses. please fix that, I want to play this game again",3,2025-11-02 21:31:17,0
b628c3eb-be23-458c-a2d0-f02408de3761,"I love this game. I am a free play player, I have made purchases here and there, but purchases are not needed to play and get the item or outfits you want. the developers also have a notification in the game reminding you to Budget and spend your points wisely. you don't need to pull on every banner, you can save and wait for what you like. there are a ton of ability outfits, home creation, exploration, quest items, and character customization. my only complaint is there is not enough skin opt",5,2025-11-02 08:15:45,1
6a078116-96d8-44f6-a1b6-64b9729eff6d,"EDIT: While there are a lot of problems with the story, dyeing system, and gacha system- this update is honestly a ton of fun. It brought back characters we knew in the story, and has a really fun event on-going! Hoping this game improves further on, and hopefully doesn't downgrade",3,2025-11-02 04:36:54,16
f01c9ce7-8355-41bd-addd-18665f6e3ae4,"such a good game, really. But after the co op update it's so laggy to the point I cant play the game anymore, my tablet used to be able to run it smoothly at high settings, but now even the lowest settings is so laggy (｡>ㅅ<｡)",2,2025-11-01 23:44:31,0
e65c044e-c100-4319-a046-3740025639c1,"It was good until the ""scheme under review"" keeps popping up after everytime I save. It sucks because nobody can visit my home and I have a giant meteorite today. I added a painting after a few people stipped over tp get fragments but aftwr I saved it, nobody can vet in again.",1,2025-11-01 20:54:54,0
191c443e-c2fb-4a8f-9e49-99a1f3c34d9c,"I've always been a huge fan of the Nikki franchise, especially love Nikki, and I was thrilled when infinity nikki was released. However, it is completely unplayable in both pc and mobile since the minimum requirements are still too high and low end devices are unable to run the game despite using the lowest quality settings. I still wish to play but I cannot. It would be greatly appreciated if there was a bit of further game optimization, to allow such devices to run the game.",2,2025-11-01 10:06:41,0
a2dfea7d-4a22-45bb-872e-4340622944f1,I love the game play so much and the characters 🥹,5,2025-11-01 05:15:17,0
a574aa2d-a146-443b-a38a-2fd804d2dadf,Why I don't get quests anymore even though I update it ! I'm out of quests when I finished the whole wishing one main quest and I held the faewish ceremony with perfect rating and it's all done !,5,2025-11-01 02:26:48,0
57ccc6d6-e353-4cbd-bd7e-3fc68e9d2d14,"Funny on how many people rated this game low just because it's too ""laggy"" for their phone, it's an OPEN WORLD GAME, it WILL BE heavy, thus, get a good PC. I agree though, that the pity system is horrible, and the whole game overall, is not worth the money. But it can be played without spending, same as genshin and wuwa. For me, it's the repetitive event styles. I wish for more styling instead of parkour.",3,2025-10-31 16:01:54,3
3765b251-4231-48db-bc0b-449fd2432430,"I already set the graphics to the lowest and the game still lags a lot. When I first played on release day, it did not lag like this, but one day everything suddenly became slow. I even reinstalled because I truly love this game and I miss playing it smoothly. I cannot afford a new device right now, so please reduce character movement or world effects like flowers and clouds so players like me can enjoy it again. Thank you so much for understanding.",1,2025-10-31 01:56:12,1
28395b6c-98f8-41d4-9ffc-f62686c2b1ab,gen z complain to much I didn't have problems same on phone same on console,5,2025-10-31 01:08:32,0
129cd84f-fd44-42d0-9275-46b1bd16aa0e,now this game truly getting better,5,2025-10-30 23:17:39,0
31654282-91da-4302-aeda-881b9994ef92,"its gotten better, though the optimisation needs SERIOUS work.. as i used to be able to play easily on both my laptop and my phone and with the new update it lags so much and i can barely load anything properly. Other than the lag, the outfits have been very cool so far.. though still i disapprove of how expensive the store items are",3,2025-10-30 21:23:07,16
791c6247-dd19-4bbf-9028-ee07e2949b8b,Poor game optimization,1,2025-10-30 19:55:48,1
f01d1cd7-c3c4-42d1-94af-88d3e8c4769a,Sooooo laaaaag,1,2025-10-30 19:16:05,1
261c7370-4b38-40e7-bcbf-5a66a94111a2,"I was so excited and really liked this game when it first came out. But eventually, the frequent updates and other problems started to ruin the fun... and you change the story? what...",2,2025-10-30 09:40:04,4
b9a79af6-bb57-4a11-9786-dc2ae31ab45e,why is using controller for android so buggy. my character is unable to run up down left and right. she's just walking and then just stops moving,3,2025-10-30 07:10:55,0
652c1a7d-72f0-47e6-aa56-3b3feb881e9d,getting a engine log error message the second I downloaded and opened the app. idk fix it or something,1,2025-10-29 22:03:26,1
1d438ead-0739-4687-a146-cf84a153c882,I really had hard time logging in. The game was good but you need big specs to play which was quite disappointing.,1,2025-10-29 21:07:55,1
1c8f76bb-c12e-4d24-93b0-e945f3f2c3bc,"the monetisation and the system changes done have completely destroyed my interest in this game. the story was more compelling at the beginning. the idea, the aesthetics... everything was so appealing. then the developers decided to care more about predatory monetisation and showed no respect for the player base, both the people willing to spend money and the f2p players. to this day, I can't play for more than 2 days in a row because the OG experience is not there anymore",1,2025-10-29 07:41:06,1
89361a34-7568-4f1a-bbe3-6cefa111fc41,"It's too heavy. I know this is an open-world game with a lot of imagination, and the players are rewarded with beautiful scenery. But I'm sorry, but I still can't enjoy this game, even on low settings it's already really bad. I played for less than an hour, when I realized my phone was strong enough with the dotted settings, I deleted it.",1,2025-10-28 09:30:52,3
95d51aa6-a9f3-49a7-b9be-f0137de566a4,"just a cash grab honestly. the plot is inconsistent, banners are basically p2w unless you skip all, game rarely loads, there's literally nothing to do so very little incentive to log in daily, and the rewards are stingy compared to when it was first released. it's so sad to see such a wonderful franchise cheapened by some money hungry man who wants to take advantage of the female market. i wish they would focus on creating a coherent story and engaging and rewarding gameplay :(",1,2025-10-28 04:15:41,7
19e1a0fb-96cd-4c88-aa9d-66d6763d903c,"Not the game it used to be. It got boring, flat. The clothes are always beautiful, the new mechanics are entertaining in a lighthearted way, but it's one of those games that gets heavy if played consistently. Of course, there is also all the matter about the infamous update I won't mention, but the game itself in the end is still lovely. Just more soulless. I keep my stars up because I had an issue with my account once and the costumer service was extremely fast and kind.",3,2025-10-28 02:04:28,2
41eb9202-2c2f-4555-b92d-a44c7127ee40,it is fun,5,2025-10-28 01:37:17,0
f8a4115b-04bc-4276-9577-39f7af979cb8,Greedy game,1,2025-10-27 22:57:24,0
f65c7fa6-241f-4a7f-9967-41d269ea09c4,SO big thing after the last major update. The game quite literally didn't not work on my phone. And I have a Samsung Galaxy S23 so there really shouldn't be a problem with if mines TOO outdated cause it's not. When I get into the game on my phone and once I go to dres up I can maybe put like a top on and then the WHOLE game crashes. please please fix this. I've had to play on my PC which I cant seem to figure out the graphics specifically for my pc so its hard to take pics most the time.,1,2025-10-27 14:53:56,3
89a1e64e-8980-46b4-9a38-6f5c87d9e529,"it's really just so laggy. my gaming phone and now my pc can handle heavy games without any problems but it just keeps lagging and crashes out while I'm trying to navigate. I had it repaired and even tried setting everything to the lowest quality but still, nothing. please fix this.",2,2025-10-27 11:06:00,2
d4b8c2ed-e270-4759-88c4-0fc15279ae39,"this game is pissing me off, what's with the glitch and the controls? seriously? it's terrible, I want to go left the characters went right, generally the game is interesting (if you're a super super and I mean super! patient person) in short, this game sucks, no litterally, it's the worst game I've ever played yet",1,2025-10-26 17:04:15,3
48a0aa8f-aa6d-4132-adbd-95e017916c85,"i try to login but the game say ""this account did not exist""",1,2025-10-26 10:04:02,1
6e1ea579-cb4f-4782-bf8a-22023f6d33e7,"i like it, its sooo pretty and i love making outfits. the open world is gorgeouss I'm not a huge fan of the story but that's just cuz i usually cant focus on the story aspect of any game in general 💔 but i enjoy this game a lot, unfortunately i had to delete it bc my phone doesnt have enough storage",5,2025-10-26 09:13:16,0
6d4d2129-1e18-4510-8223-82ad5bb0f7d7,fun game,5,2025-10-26 03:20:15,0
92c9e837-6906-4354-b7c2-404c7be190aa,"Beautiful game! Styling dresses, exploring the world, collecting abilities, playing minigames, everything is fun! The graphics have a huge improvement and literally everything looks beautiful now! Dresses look on par with PC now when zoomed in. The colors, shading and even the grass has been improved. Lots of more scenic items added (flowers,trees). It feels like playing on a PS4/PC with mobile itself?! Awesome dev team! 👏🏻 Now just need storage optimisation to save space. ✌🏻 No main story??",4,2025-10-25 22:00:03,273
8a71cfc7-ea9f-49c0-8efe-d390bffe64d0,gotta make a new review. you guys changed the comforting story. why? instead you made it serious when the game originally was like alice in wonderland in a way. you made it where we dont have a connection with momo when its stated that hes our friend! why?! you guys messed up the damn game so much! what the hell!,1,2025-10-25 17:17:03,5
8326768f-e001-46ce-9809-acced8b805f5,"I first downloaded this game when it was newly released and have been playing it since then. I'm really happy to see the game improving as each update happens. Despite this, I'm still not satisfied with this one thing. I wish that Nikki can establish relationships with NPC characters and maybe also be able to invite them to our islands because after the main quests of each season, these characters get forgotten, never to be mentioned again which I think is a waste! Please, consider this.",5,2025-10-25 17:12:50,1
8eefacf5-3e52-4d2c-9732-b18a740ab2bf,❤️,5,2025-10-25 15:06:31,0
